eps,min_samples,n_clusters,silhouette_score,calinski_harabasz_score,davies_bouldin_score,rank
2.58381347634928,16,2,0.18572841393201764,30.742108137842912,2.7723746758137415,26
2.4838134763492796,10,2,0.19130745816423855,30.637734460502223,3.350951511218545,27
2.38381347634928,5,2,0.19586230805899926,30.424467426654314,3.3892964004571815,28
2.58381347634928,14,2,0.18636196118605414,30.389607142983397,2.816749421693899,29
2.68381347634928,18,2,0.20021450581912859,30.006951285594212,3.098535413471321,30
2.38381347634928,7,2,0.17704460797648397,29.541009736129023,3.2953150549727415,31
2.38381347634928,6,2,0.17840117691011134,29.53774190987806,3.3263867545110863,32
2.4838134763492796,12,2,0.18154472196406035,29.081279293578774,3.0700042063515447,33
2.4838134763492796,13,2,0.17204794201795998,28.807973382180887,2.8627451939687294,34
2.2838134763492794,5,2,0.17396434680498865,28.754477600279174,3.5902245673959965,35
2.38381347634928,14,3,0.09139032070223607,28.533169531600112,2.196062375607734,36
2.38381347634928,16,3,0.08898151874840854,28.4743000980527,2.169584557535093,37
2.38381347634928,15,3,0.08898151874840854,28.4743000980527,2.169584557535093,38
2.38381347634928,8,2,0.1678944682247104,28.33385442254968,3.199391433934261,39
2.2838134763492794,11,3,0.10622734553800696,28.2711916437311,2.4335128980292415,40
2.2838134763492794,12,3,0.10622734553800696,28.2711916437311,2.4335128980292415,41
2.2838134763492794,6,2,0.1648211482336991,27.97587458162712,3.4657312747063647,42
2.58381347634928,19,2,0.1408747606403538,27.43181711664078,2.807535612695732,43
2.58381347634928,18,2,0.1408747606403538,27.43181711664078,2.807535612695732,44
2.18381347634928,14,2,0.07300180016826092,27.309261936716027,1.6012051851091886,45
2.18381347634928,13,2,0.07466771018628239,27.239378025371412,1.6313351980362878,46
2.38381347634928,12,2,0.13120587546987664,27.078122186051072,2.6529726568660794,47
2.38381347634928,9,2,0.15932156214075496,26.897596561562153,3.1782607442805735,48
2.58381347634928,17,2,0.16231433539485204,26.881201174988973,2.958561947848148,49
2.4838134763492796,19,2,0.10472561290025494,26.83261468178323,2.3309190898438676,50
2.2838134763492794,13,3,0.07308635789328946,26.25524932185722,2.2523409070393607,51
2.4838134763492796,14,2,0.150132639776364,26.241735608633885,2.833945188211254,52
2.2838134763492794,7,2,0.14644511932308765,26.22427518861815,3.344879656553742,53
2.4838134763492796,15,2,0.14699837755897935,26.130530055559447,2.8480981438131336,54
2.18381347634928,5,2,0.14049989254873116,25.84174480459746,3.3749061381133916,55
2.2838134763492794,8,2,0.1422553068954633,25.670537326293573,3.2947229107763008,56
2.4838134763492796,18,2,0.10740722266764921,25.62990135109901,2.4703865569632897,57
2.38381347634928,10,2,0.1438945866629955,25.47808763687553,2.997082375106053,58
2.38381347634928,17,3,0.056574603784621674,25.47458026294216,2.1783738939008077,59
2.4838134763492796,17,2,0.10983153714642216,25.359656889492985,2.5096316318538943,60
2.4838134763492796,16,2,0.10983153714642216,25.359656889492985,2.5096316318538943,61
2.18381347634928,6,2,0.13311381830015978,25.13916527796368,3.26612549477106,62
2.38381347634928,11,2,0.1311049308052097,25.126063901980192,2.9058419562904505,63
2.2838134763492794,9,2,0.120243189104746,24.580213030991292,2.8542181720454667,64
2.0838134763492793,10,2,0.0576775051723727,23.882323416917313,2.153405593981693,65
2.0838134763492793,9,2,0.0576775051723727,23.882323416917313,2.153405593981693,66
2.38381347634928,13,2,0.09544660903775055,23.745589269768537,2.432930113242341,67
2.2838134763492794,14,3,0.042555850785679444,23.137708966021286,2.1990717895806684,68
2.2838134763492794,10,2,0.0992233719589657,23.128534067618524,2.746853517615122,69
2.18381347634928,7,2,0.1150860850361366,23.0224692238055,3.0607645735917353,70
2.2838134763492794,15,3,0.03630579842618561,22.96337603092375,2.1729478205223476,71
2.0838134763492793,11,2,0.039885083563501254,22.361030458299318,2.012208020052991,72
2.18381347634928,11,3,0.030942909808832752,22.138632589863683,2.2437832751633775,73
2.2838134763492794,16,3,0.030094078408838053,21.82748709778187,2.1771153913768972,74
2.18381347634928,10,2,0.059364603836527745,21.14588072287638,2.273814488651723,75
2.18381347634928,12,3,0.006273882806266396,21.131661689341325,2.100718760275476,76
2.0838134763492793,12,2,0.023853208107362227,19.396838179071366,2.0410763476275644,77
2.0838134763492793,6,2,0.05523915582866934,18.405929736900912,2.5771388642142905,78
2.18381347634928,8,3,0.02653840795896567,17.825192533286494,2.448750324898495,79
1.9838134763492794,7,3,-0.03829445838932646,17.403498485590276,2.0238605004534125,80
2.0838134763492793,7,2,0.03759758177352052,17.206744381223128,2.5769245094587285,81
2.18381347634928,9,3,0.011881149967474197,17.031044216118037,2.3409095900923007,82
2.0838134763492793,14,2,0.009163276851447223,16.766485770277974,1.8534715443162062,83
2.0838134763492793,13,2,0.009163276851447223,16.766485770277974,1.8534715443162062,84
2.0838134763492793,8,2,0.007062360118489283,16.575100335539318,2.1724895006419143,85
1.9838134763492794,8,3,-0.062497816633526874,16.369619484626604,1.9700903748477345,86
1.8838134763492793,7,2,-0.0478219591499286,14.202274166330604,1.699294586107784,87
1.8838134763492793,6,3,-0.08168520131425898,13.857076258557866,1.830265297450504,88
1.9838134763492794,6,3,-0.050778606609269625,13.000236496224876,2.1285061854273173,89
2.0838134763492793,5,4,0.02354545929938154,11.843057042611465,2.465459012494244,90
1.9838134763492794,5,5,-0.03290613998220972,9.755649254989605,2.105327219859548,91
1.8838134763492793,5,6,-0.08026139396358548,9.428589679589384,1.9191311611613788,92
1.8838134763492793,8,2,-0.11739015881260031,8.913232405593474,1.8231348281772153,93
1.7838134763492792,7,2,-0.15070533931627683,6.931401591810547,1.4307591346708415,94
1.7838134763492792,6,5,-0.13772125144357342,6.670940475599021,1.4275949238651267,95
1.7838134763492792,5,7,-0.18141024353558002,6.6055796224076975,1.874794823667132,96
1.6838134763492791,6,3,-0.16796543321536864,5.431544331828212,1.3924050946912365,97
1.583813476349279,5,3,-0.17937177579879884,4.729013335046936,1.3872935145115728,98
1.6838134763492791,5,6,-0.2561376157253137,4.116556882002362,1.676339325101253,99
4.383813476349282,19,1,-1.0,-1.0,inf,100
4.283813476349281,19,1,-1.0,-1.0,inf,101
4.383813476349282,5,1,-1.0,-1.0,inf,102
4.383813476349282,6,1,-1.0,-1.0,inf,103
4.383813476349282,7,1,-1.0,-1.0,inf,104
4.383813476349282,8,1,-1.0,-1.0,inf,105
4.383813476349282,9,1,-1.0,-1.0,inf,106
4.383813476349282,10,1,-1.0,-1.0,inf,107
4.383813476349282,11,1,-1.0,-1.0,inf,108
4.383813476349282,12,1,-1.0,-1.0,inf,109
4.383813476349282,13,1,-1.0,-1.0,inf,110
4.383813476349282,14,1,-1.0,-1.0,inf,111
4.383813476349282,15,1,-1.0,-1.0,inf,112
4.383813476349282,16,1,-1.0,-1.0,inf,113
4.383813476349282,17,1,-1.0,-1.0,inf,114
1.483813476349279,5,0,-1.0,-1.0,inf,115
1.583813476349279,7,0,-1.0,-1.0,inf,116
1.583813476349279,8,0,-1.0,-1.0,inf,117
1.583813476349279,9,0,-1.0,-1.0,inf,118
1.583813476349279,10,0,-1.0,-1.0,inf,119
1.583813476349279,11,0,-1.0,-1.0,inf,120
1.583813476349279,12,0,-1.0,-1.0,inf,121
1.583813476349279,13,0,-1.0,-1.0,inf,122
1.583813476349279,14,0,-1.0,-1.0,inf,123
1.583813476349279,15,0,-1.0,-1.0,inf,124
1.583813476349279,16,0,-1.0,-1.0,inf,125
1.583813476349279,17,0,-1.0,-1.0,inf,126
1.583813476349279,18,0,-1.0,-1.0,inf,127
1.583813476349279,19,0,-1.0,-1.0,inf,128
1.6838134763492791,7,0,-1.0,-1.0,inf,129
1.6838134763492791,8,0,-1.0,-1.0,inf,130
1.6838134763492791,9,0,-1.0,-1.0,inf,131
1.6838134763492791,10,0,-1.0,-1.0,inf,132
1.6838134763492791,11,0,-1.0,-1.0,inf,133
1.6838134763492791,12,0,-1.0,-1.0,inf,134
1.6838134763492791,13,0,-1.0,-1.0,inf,135
1.6838134763492791,14,0,-1.0,-1.0,inf,136
1.6838134763492791,15,0,-1.0,-1.0,inf,137
1.6838134763492791,16,0,-1.0,-1.0,inf,138
1.6838134763492791,17,0,-1.0,-1.0,inf,139
1.6838134763492791,18,0,-1.0,-1.0,inf,140
1.6838134763492791,19,0,-1.0,-1.0,inf,141
1.7838134763492792,8,1,-1.0,-1.0,inf,142
1.7838134763492792,9,0,-1.0,-1.0,inf,143
1.7838134763492792,10,0,-1.0,-1.0,inf,144
1.7838134763492792,11,0,-1.0,-1.0,inf,145
1.7838134763492792,12,0,-1.0,-1.0,inf,146
1.7838134763492792,13,0,-1.0,-1.0,inf,147
1.7838134763492792,14,0,-1.0,-1.0,inf,148
1.7838134763492792,15,0,-1.0,-1.0,inf,149
1.7838134763492792,16,0,-1.0,-1.0,inf,150
1.7838134763492792,17,0,-1.0,-1.0,inf,151
1.7838134763492792,18,0,-1.0,-1.0,inf,152
1.7838134763492792,19,0,-1.0,-1.0,inf,153
1.8838134763492793,9,1,-1.0,-1.0,inf,154
1.8838134763492793,10,0,-1.0,-1.0,inf,155
1.8838134763492793,11,0,-1.0,-1.0,inf,156
1.8838134763492793,12,0,-1.0,-1.0,inf,157
1.8838134763492793,13,0,-1.0,-1.0,inf,158
1.8838134763492793,14,0,-1.0,-1.0,inf,159
1.8838134763492793,15,0,-1.0,-1.0,inf,160
1.8838134763492793,16,0,-1.0,-1.0,inf,161
1.8838134763492793,17,0,-1.0,-1.0,inf,162
1.8838134763492793,18,0,-1.0,-1.0,inf,163
1.8838134763492793,19,0,-1.0,-1.0,inf,164
1.9838134763492794,9,1,-1.0,-1.0,inf,165
1.9838134763492794,10,1,-1.0,-1.0,inf,166
1.9838134763492794,11,1,-1.0,-1.0,inf,167
1.9838134763492794,12,1,-1.0,-1.0,inf,168
1.9838134763492794,13,0,-1.0,-1.0,inf,169
1.9838134763492794,14,0,-1.0,-1.0,inf,170
1.9838134763492794,15,0,-1.0,-1.0,inf,171
1.9838134763492794,16,0,-1.0,-1.0,inf,172
1.9838134763492794,17,0,-1.0,-1.0,inf,173
1.9838134763492794,18,0,-1.0,-1.0,inf,174
1.9838134763492794,19,0,-1.0,-1.0,inf,175
2.0838134763492793,15,0,-1.0,-1.0,inf,176
2.0838134763492793,16,0,-1.0,-1.0,inf,177
2.0838134763492793,17,0,-1.0,-1.0,inf,178
2.0838134763492793,18,0,-1.0,-1.0,inf,179
2.0838134763492793,19,0,-1.0,-1.0,inf,180
2.18381347634928,15,1,-1.0,-1.0,inf,181
2.18381347634928,16,1,-1.0,-1.0,inf,182
2.18381347634928,17,1,-1.0,-1.0,inf,183
2.18381347634928,18,1,-1.0,-1.0,inf,184
2.18381347634928,19,1,-1.0,-1.0,inf,185
2.2838134763492794,17,1,-1.0,-1.0,inf,186
2.2838134763492794,18,1,-1.0,-1.0,inf,187
2.2838134763492794,19,1,-1.0,-1.0,inf,188
2.38381347634928,19,1,-1.0,-1.0,inf,189
2.4838134763492796,5,1,-1.0,-1.0,inf,190
2.4838134763492796,6,1,-1.0,-1.0,inf,191
2.4838134763492796,7,1,-1.0,-1.0,inf,192
2.58381347634928,5,1,-1.0,-1.0,inf,193
2.58381347634928,6,1,-1.0,-1.0,inf,194
2.58381347634928,7,1,-1.0,-1.0,inf,195
2.58381347634928,8,1,-1.0,-1.0,inf,196
2.58381347634928,9,1,-1.0,-1.0,inf,197
2.68381347634928,5,1,-1.0,-1.0,inf,198
2.68381347634928,6,1,-1.0,-1.0,inf,199
2.68381347634928,7,1,-1.0,-1.0,inf,200
2.68381347634928,8,1,-1.0,-1.0,inf,201
2.68381347634928,9,1,-1.0,-1.0,inf,202
2.68381347634928,10,1,-1.0,-1.0,inf,203
2.7838134763492803,5,1,-1.0,-1.0,inf,204
2.7838134763492803,6,1,-1.0,-1.0,inf,205
2.7838134763492803,7,1,-1.0,-1.0,inf,206
2.7838134763492803,8,1,-1.0,-1.0,inf,207
2.7838134763492803,9,1,-1.0,-1.0,inf,208
2.7838134763492803,10,1,-1.0,-1.0,inf,209
2.7838134763492803,11,1,-1.0,-1.0,inf,210
2.7838134763492803,12,1,-1.0,-1.0,inf,211
2.88381347634928,5,1,-1.0,-1.0,inf,212
2.88381347634928,6,1,-1.0,-1.0,inf,213
2.88381347634928,7,1,-1.0,-1.0,inf,214
2.88381347634928,8,1,-1.0,-1.0,inf,215
2.88381347634928,9,1,-1.0,-1.0,inf,216
2.88381347634928,10,1,-1.0,-1.0,inf,217
2.88381347634928,11,1,-1.0,-1.0,inf,218
2.88381347634928,12,1,-1.0,-1.0,inf,219
2.88381347634928,13,1,-1.0,-1.0,inf,220
2.88381347634928,14,1,-1.0,-1.0,inf,221
2.88381347634928,15,1,-1.0,-1.0,inf,222
2.88381347634928,16,1,-1.0,-1.0,inf,223
2.88381347634928,17,1,-1.0,-1.0,inf,224
2.88381347634928,18,1,-1.0,-1.0,inf,225
2.9838134763492805,5,1,-1.0,-1.0,inf,226
2.9838134763492805,6,1,-1.0,-1.0,inf,227
2.9838134763492805,7,1,-1.0,-1.0,inf,228
2.9838134763492805,8,1,-1.0,-1.0,inf,229
2.9838134763492805,9,1,-1.0,-1.0,inf,230
2.9838134763492805,10,1,-1.0,-1.0,inf,231
2.9838134763492805,11,1,-1.0,-1.0,inf,232
2.9838134763492805,12,1,-1.0,-1.0,inf,233
2.9838134763492805,13,1,-1.0,-1.0,inf,234
2.9838134763492805,14,1,-1.0,-1.0,inf,235
2.9838134763492805,15,1,-1.0,-1.0,inf,236
2.9838134763492805,16,1,-1.0,-1.0,inf,237
2.9838134763492805,17,1,-1.0,-1.0,inf,238
2.9838134763492805,18,1,-1.0,-1.0,inf,239
2.9838134763492805,19,1,-1.0,-1.0,inf,240
3.08381347634928,5,1,-1.0,-1.0,inf,241
3.08381347634928,6,1,-1.0,-1.0,inf,242
3.08381347634928,7,1,-1.0,-1.0,inf,243
3.08381347634928,8,1,-1.0,-1.0,inf,244
3.08381347634928,9,1,-1.0,-1.0,inf,245
3.08381347634928,10,1,-1.0,-1.0,inf,246
3.08381347634928,11,1,-1.0,-1.0,inf,247
3.08381347634928,12,1,-1.0,-1.0,inf,248
3.08381347634928,13,1,-1.0,-1.0,inf,249
3.08381347634928,14,1,-1.0,-1.0,inf,250
3.08381347634928,15,1,-1.0,-1.0,inf,251
3.08381347634928,16,1,-1.0,-1.0,inf,252
3.08381347634928,17,1,-1.0,-1.0,inf,253
3.08381347634928,18,1,-1.0,-1.0,inf,254
3.08381347634928,19,1,-1.0,-1.0,inf,255
3.1838134763492807,5,1,-1.0,-1.0,inf,256
3.1838134763492807,6,1,-1.0,-1.0,inf,257
3.1838134763492807,7,1,-1.0,-1.0,inf,258
3.1838134763492807,8,1,-1.0,-1.0,inf,259
3.1838134763492807,9,1,-1.0,-1.0,inf,260
3.1838134763492807,10,1,-1.0,-1.0,inf,261
3.1838134763492807,11,1,-1.0,-1.0,inf,262
3.1838134763492807,12,1,-1.0,-1.0,inf,263
3.1838134763492807,13,1,-1.0,-1.0,inf,264
3.1838134763492807,14,1,-1.0,-1.0,inf,265
3.1838134763492807,15,1,-1.0,-1.0,inf,266
3.1838134763492807,16,1,-1.0,-1.0,inf,267
3.1838134763492807,17,1,-1.0,-1.0,inf,268
3.1838134763492807,18,1,-1.0,-1.0,inf,269
3.1838134763492807,19,1,-1.0,-1.0,inf,270
3.2838134763492803,5,1,-1.0,-1.0,inf,271
3.2838134763492803,6,1,-1.0,-1.0,inf,272
3.2838134763492803,7,1,-1.0,-1.0,inf,273
3.2838134763492803,8,1,-1.0,-1.0,inf,274
3.2838134763492803,9,1,-1.0,-1.0,inf,275
3.2838134763492803,10,1,-1.0,-1.0,inf,276
3.2838134763492803,11,1,-1.0,-1.0,inf,277
3.2838134763492803,12,1,-1.0,-1.0,inf,278
3.2838134763492803,13,1,-1.0,-1.0,inf,279
3.2838134763492803,14,1,-1.0,-1.0,inf,280
3.2838134763492803,15,1,-1.0,-1.0,inf,281
3.2838134763492803,16,1,-1.0,-1.0,inf,282
3.2838134763492803,17,1,-1.0,-1.0,inf,283
3.2838134763492803,18,1,-1.0,-1.0,inf,284
3.2838134763492803,19,1,-1.0,-1.0,inf,285
3.383813476349281,5,1,-1.0,-1.0,inf,286
3.383813476349281,6,1,-1.0,-1.0,inf,287
3.383813476349281,7,1,-1.0,-1.0,inf,288
3.383813476349281,8,1,-1.0,-1.0,inf,289
3.383813476349281,9,1,-1.0,-1.0,inf,290
3.383813476349281,10,1,-1.0,-1.0,inf,291
3.383813476349281,11,1,-1.0,-1.0,inf,292
3.383813476349281,12,1,-1.0,-1.0,inf,293
3.383813476349281,13,1,-1.0,-1.0,inf,294
3.383813476349281,14,1,-1.0,-1.0,inf,295
3.383813476349281,15,1,-1.0,-1.0,inf,296
3.383813476349281,16,1,-1.0,-1.0,inf,297
3.383813476349281,17,1,-1.0,-1.0,inf,298
3.383813476349281,18,1,-1.0,-1.0,inf,299
3.383813476349281,19,1,-1.0,-1.0,inf,300
3.4838134763492805,5,1,-1.0,-1.0,inf,301
3.4838134763492805,6,1,-1.0,-1.0,inf,302
3.4838134763492805,7,1,-1.0,-1.0,inf,303
3.4838134763492805,8,1,-1.0,-1.0,inf,304
3.4838134763492805,9,1,-1.0,-1.0,inf,305
3.4838134763492805,10,1,-1.0,-1.0,inf,306
3.4838134763492805,11,1,-1.0,-1.0,inf,307
3.4838134763492805,12,1,-1.0,-1.0,inf,308
3.4838134763492805,13,1,-1.0,-1.0,inf,309
3.4838134763492805,14,1,-1.0,-1.0,inf,310
3.4838134763492805,15,1,-1.0,-1.0,inf,311
3.4838134763492805,16,1,-1.0,-1.0,inf,312
3.4838134763492805,17,1,-1.0,-1.0,inf,313
3.4838134763492805,18,1,-1.0,-1.0,inf,314
3.4838134763492805,19,1,-1.0,-1.0,inf,315
3.583813476349281,5,1,-1.0,-1.0,inf,316
3.583813476349281,6,1,-1.0,-1.0,inf,317
3.583813476349281,7,1,-1.0,-1.0,inf,318
3.583813476349281,8,1,-1.0,-1.0,inf,319
3.583813476349281,9,1,-1.0,-1.0,inf,320
3.583813476349281,10,1,-1.0,-1.0,inf,321
3.583813476349281,11,1,-1.0,-1.0,inf,322
3.583813476349281,12,1,-1.0,-1.0,inf,323
3.583813476349281,13,1,-1.0,-1.0,inf,324
3.583813476349281,14,1,-1.0,-1.0,inf,325
3.583813476349281,15,1,-1.0,-1.0,inf,326
3.583813476349281,16,1,-1.0,-1.0,inf,327
3.583813476349281,17,1,-1.0,-1.0,inf,328
3.583813476349281,18,1,-1.0,-1.0,inf,329
3.583813476349281,19,1,-1.0,-1.0,inf,330
3.6838134763492807,5,1,-1.0,-1.0,inf,331
3.6838134763492807,6,1,-1.0,-1.0,inf,332
3.6838134763492807,7,1,-1.0,-1.0,inf,333
3.6838134763492807,8,1,-1.0,-1.0,inf,334
3.6838134763492807,9,1,-1.0,-1.0,inf,335
3.6838134763492807,10,1,-1.0,-1.0,inf,336
3.6838134763492807,11,1,-1.0,-1.0,inf,337
3.6838134763492807,12,1,-1.0,-1.0,inf,338
3.6838134763492807,13,1,-1.0,-1.0,inf,339
3.6838134763492807,14,1,-1.0,-1.0,inf,340
3.6838134763492807,15,1,-1.0,-1.0,inf,341
3.6838134763492807,16,1,-1.0,-1.0,inf,342
3.6838134763492807,17,1,-1.0,-1.0,inf,343
3.6838134763492807,18,1,-1.0,-1.0,inf,344
3.6838134763492807,19,1,-1.0,-1.0,inf,345
3.7838134763492812,5,1,-1.0,-1.0,inf,346
3.7838134763492812,6,1,-1.0,-1.0,inf,347
3.7838134763492812,7,1,-1.0,-1.0,inf,348
3.7838134763492812,8,1,-1.0,-1.0,inf,349
3.7838134763492812,9,1,-1.0,-1.0,inf,350
3.7838134763492812,10,1,-1.0,-1.0,inf,351
3.7838134763492812,11,1,-1.0,-1.0,inf,352
3.7838134763492812,12,1,-1.0,-1.0,inf,353
3.7838134763492812,13,1,-1.0,-1.0,inf,354
3.7838134763492812,14,1,-1.0,-1.0,inf,355
3.7838134763492812,15,1,-1.0,-1.0,inf,356
3.7838134763492812,16,1,-1.0,-1.0,inf,357
3.7838134763492812,17,1,-1.0,-1.0,inf,358
3.7838134763492812,18,1,-1.0,-1.0,inf,359
3.7838134763492812,19,1,-1.0,-1.0,inf,360
3.883813476349281,5,1,-1.0,-1.0,inf,361
3.883813476349281,6,1,-1.0,-1.0,inf,362
3.883813476349281,7,1,-1.0,-1.0,inf,363
3.883813476349281,8,1,-1.0,-1.0,inf,364
3.883813476349281,9,1,-1.0,-1.0,inf,365
3.883813476349281,10,1,-1.0,-1.0,inf,366
3.883813476349281,11,1,-1.0,-1.0,inf,367
3.883813476349281,12,1,-1.0,-1.0,inf,368
3.883813476349281,13,1,-1.0,-1.0,inf,369
3.883813476349281,14,1,-1.0,-1.0,inf,370
3.883813476349281,15,1,-1.0,-1.0,inf,371
3.883813476349281,16,1,-1.0,-1.0,inf,372
3.883813476349281,17,1,-1.0,-1.0,inf,373
3.883813476349281,18,1,-1.0,-1.0,inf,374
3.883813476349281,19,1,-1.0,-1.0,inf,375
3.9838134763492814,5,1,-1.0,-1.0,inf,376
3.9838134763492814,6,1,-1.0,-1.0,inf,377
3.9838134763492814,7,1,-1.0,-1.0,inf,378
3.9838134763492814,8,1,-1.0,-1.0,inf,379
3.9838134763492814,9,1,-1.0,-1.0,inf,380
3.9838134763492814,10,1,-1.0,-1.0,inf,381
3.9838134763492814,11,1,-1.0,-1.0,inf,382
3.9838134763492814,12,1,-1.0,-1.0,inf,383
3.9838134763492814,13,1,-1.0,-1.0,inf,384
3.9838134763492814,14,1,-1.0,-1.0,inf,385
3.9838134763492814,15,1,-1.0,-1.0,inf,386
3.9838134763492814,16,1,-1.0,-1.0,inf,387
3.9838134763492814,17,1,-1.0,-1.0,inf,388
3.9838134763492814,18,1,-1.0,-1.0,inf,389
3.9838134763492814,19,1,-1.0,-1.0,inf,390
4.083813476349281,5,1,-1.0,-1.0,inf,391
4.083813476349281,6,1,-1.0,-1.0,inf,392
4.083813476349281,7,1,-1.0,-1.0,inf,393
4.083813476349281,8,1,-1.0,-1.0,inf,394
4.083813476349281,9,1,-1.0,-1.0,inf,395
4.083813476349281,10,1,-1.0,-1.0,inf,396
4.083813476349281,11,1,-1.0,-1.0,inf,397
4.083813476349281,12,1,-1.0,-1.0,inf,398
4.083813476349281,13,1,-1.0,-1.0,inf,399
4.083813476349281,14,1,-1.0,-1.0,inf,400
4.083813476349281,15,1,-1.0,-1.0,inf,401
4.083813476349281,16,1,-1.0,-1.0,inf,402
4.083813476349281,17,1,-1.0,-1.0,inf,403
4.083813476349281,18,1,-1.0,-1.0,inf,404
4.083813476349281,19,1,-1.0,-1.0,inf,405
4.183813476349282,5,1,-1.0,-1.0,inf,406
4.183813476349282,6,1,-1.0,-1.0,inf,407
4.183813476349282,7,1,-1.0,-1.0,inf,408
4.183813476349282,8,1,-1.0,-1.0,inf,409
4.183813476349282,9,1,-1.0,-1.0,inf,410
4.183813476349282,10,1,-1.0,-1.0,inf,411
4.183813476349282,11,1,-1.0,-1.0,inf,412
4.183813476349282,12,1,-1.0,-1.0,inf,413
4.183813476349282,13,1,-1.0,-1.0,inf,414
4.183813476349282,14,1,-1.0,-1.0,inf,415
4.183813476349282,15,1,-1.0,-1.0,inf,416
4.183813476349282,16,1,-1.0,-1.0,inf,417
4.183813476349282,17,1,-1.0,-1.0,inf,418
4.183813476349282,18,1,-1.0,-1.0,inf,419
4.183813476349282,19,1,-1.0,-1.0,inf,420
4.283813476349281,5,1,-1.0,-1.0,inf,421
4.283813476349281,6,1,-1.0,-1.0,inf,422
4.283813476349281,7,1,-1.0,-1.0,inf,423
4.283813476349281,8,1,-1.0,-1.0,inf,424
4.283813476349281,9,1,-1.0,-1.0,inf,425
4.283813476349281,10,1,-1.0,-1.0,inf,426
4.283813476349281,11,1,-1.0,-1.0,inf,427
4.283813476349281,12,1,-1.0,-1.0,inf,428
4.283813476349281,13,1,-1.0,-1.0,inf,429
4.283813476349281,14,1,-1.0,-1.0,inf,430
4.283813476349281,15,1,-1.0,-1.0,inf,431
4.283813476349281,16,1,-1.0,-1.0,inf,432
4.283813476349281,17,1,-1.0,-1.0,inf,433
4.483813476349281,19,1,-1.0,-1.0,inf,434
4.483813476349281,5,1,-1.0,-1.0,inf,435
4.483813476349281,6,1,-1.0,-1.0,inf,436
4.483813476349281,7,1,-1.0,-1.0,inf,437
4.483813476349281,8,1,-1.0,-1.0,inf,438
4.483813476349281,9,1,-1.0,-1.0,inf,439
4.483813476349281,10,1,-1.0,-1.0,inf,440
4.483813476349281,11,1,-1.0,-1.0,inf,441
4.483813476349281,12,1,-1.0,-1.0,inf,442
4.483813476349281,13,1,-1.0,-1.0,inf,443
4.483813476349281,14,1,-1.0,-1.0,inf,444
4.483813476349281,15,1,-1.0,-1.0,inf,445
4.483813476349281,16,1,-1.0,-1.0,inf,446
4.483813476349281,17,1,-1.0,-1.0,inf,447
4.483813476349281,18,1,-1.0,-1.0,inf,448
1.583813476349279,6,1,-1.0,-1.0,inf,449
4.283813476349281,18,1,-1.0,-1.0,inf,450
1.483813476349279,7,0,-1.0,-1.0,inf,451
1.483813476349279,8,0,-1.0,-1.0,inf,452
1.483813476349279,9,0,-1.0,-1.0,inf,453
1.483813476349279,10,0,-1.0,-1.0,inf,454
1.483813476349279,11,0,-1.0,-1.0,inf,455
1.483813476349279,12,0,-1.0,-1.0,inf,456
1.483813476349279,13,0,-1.0,-1.0,inf,457
1.483813476349279,14,0,-1.0,-1.0,inf,458
1.483813476349279,15,0,-1.0,-1.0,inf,459
1.483813476349279,16,0,-1.0,-1.0,inf,460
