eps,min_samples,n_clusters,silhouette_score,calinski_harabasz_score,davies_bouldin_score,rank
2.7838134763492803,16,2,0.2321772495950268,35.10821125063729,3.03162292827745,1
2.7838134763492803,19,2,0.22438275170014793,35.06640609838235,3.033057148203809,2
2.68381347634928,12,2,0.21698441709310873,34.97545199273175,3.0568228482522737,3
2.68381347634928,11,2,0.21698441709310873,34.97545199273175,3.0568228482522737,4
2.68381347634928,15,2,0.21633202954998498,34.87241421578204,3.0107695813327537,5
2.7838134763492803,18,2,0.230548041583884,34.83556117458908,3.066275123630833,6
2.7838134763492803,17,2,0.230548041583884,34.83556117458908,3.066275123630833,7
2.68381347634928,13,2,0.21542565763112573,34.69461075696127,3.0046455978720292,8
2.7838134763492803,14,2,0.2293698795539214,34.413683527139476,3.144063486918384,9
2.7838134763492803,13,2,0.2293698795539214,34.413683527139476,3.144063486918384,10
2.58381347634928,11,2,0.21199057733148635,34.32396365317588,3.2658288104425828,11
2.58381347634928,10,2,0.21199057733148635,34.32396365317588,3.2658288104425828,12
2.38381347634928,18,2,0.12247569413602527,34.29677855219769,1.5682444722889313,13
2.7838134763492803,15,2,0.22763810928126194,34.23191541307839,3.0577549541630504,14
2.58381347634928,12,2,0.21044460972751222,34.01221099601088,3.2030427996347233,15
2.68381347634928,14,2,0.21166328046329166,33.993683711191274,3.042949775643809,16
2.88381347634928,19,2,0.23533804534706923,33.50957685740363,3.1776588389343154,17
2.68381347634928,16,2,0.21066629816774485,33.31274116393881,2.9604039769545203,18
2.58381347634928,13,2,0.2040713586148188,32.66627733528207,3.2027898081130655,19
2.68381347634928,17,2,0.2078110003087737,32.38334802784484,2.9032015428695104,20
2.68381347634928,19,2,0.1976418479506516,31.987539587999294,2.8216316017303082,21
2.4838134763492796,11,2,0.19563124801395831,31.43360189147099,3.303832702913526,22
2.4838134763492796,8,2,0.19844978271993233,31.121153681902737,3.4354201362422647,23
2.4838134763492796,9,2,0.1937970617796535,31.012045653194296,3.476617339725713,24
2.58381347634928,15,2,0.18572841393201764,30.742108137842912,2.7723746758137415,25
